,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_rtdp_fluor,expected_blanked_rtdp_fluor,estimated_true_rtdp_fluor,F0_F_ratio,F_F0_ratio,u_blanked_rtdp_fluor,u_expected_blanked_rtdp_fluor,u_estimated_true_rtdp_fluor,u_F0_F_ratio,u_F_F0_ratio
38,149.369,A10,3161,0.45045045,2,MM gluc+AA,CG,1,1,5/27/22,3159.9322916666665,4039.1362143393394,3155.4887856606606,1.2786268570080166,0.7820890000230383,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05129097017342183,0.03137279915033996
39,224.057,A10,3166,0.45045045,2,MM gluc+AA,CG,1,1,5/27/22,3164.9322916666665,4039.1362143393394,3160.4887856606606,1.2766040261363976,0.7833282517731586,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05120982612317829,0.03142251062146558
40,0.0,A11,3431,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3429.9322916666665,4037.334412537538,3427.290587462462,1.177225159457689,0.849455171736789,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04722333183551402,0.03407513263885666
41,74.683,A11,3381,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3379.9322916666665,4037.334412537538,3377.290587462462,1.1946537035668028,0.8370626542355852,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04792246228052918,0.033578017926264574
42,149.369,A11,3349,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3347.9322916666665,4036.433511636637,3346.191488363363,1.205756670640125,0.8293547316384402,0.25190158124109224,161.84823714338478,0.02496321976263076,0.0483678478659107,0.03326882153217951
43,224.057,A11,3361,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3359.9322916666665,4037.334412537538,3357.290587462462,1.2017704762884025,0.8321056472351037,0.25190158124109224,161.84823714338478,0.02496321976263076,0.0482079452476643,0.033379172041297096
44,0.0,A12,3666,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3664.9322916666665,4035.532610735736,3664.092389264264,1.1011438249087067,0.9081465811996973,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04417139721939837,0.03642948583481927
45,74.683,A12,3621,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3619.9322916666665,4035.532610735736,3619.092389264264,1.1148355096714064,0.8969933154486138,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04472062689344018,0.03598208259253496
46,149.369,A12,3574,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3572.9322916666665,4035.532610735736,3572.092389264264,1.129504018557692,0.8853443489974824,0.25190158124109224,161.84823714338478,0.02496321976263076,0.045309040993166905,0.035514794761880415
47,224.057,A12,3581,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3579.9322916666665,4035.532610735736,3579.092389264264,1.1272949310936131,0.8870793014476509,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04522042542752762,0.03558439082175348
48,0.0,B1,2160,0.900900901,1,MM gluc+AA,PA14 WT,1,1,5/27/22,2158.9322916666665,4085.983061186186,2107.641938813814,1.9143160107186274,0.5223797922604239,0.25190158124109224,161.84823714338478,0.02496321976263076,0.07679107257966312,0.02095479759716415
49,74.683,B1,2116,0.900900901,1,MM gluc+AA,PA14 WT,1,1,5/27/22,2114.9322916666665,4085.983061186186,2063.641938813814,1.955132153716785,0.5114743768593646,0.25190158124109224,161.84823714338478,0.02496321976263076,0.0784283757542134,0.02051733666224038
50,149.369,B1,2092,0.900900901,1,MM gluc+AA,PA14 WT,1,1,5/27/22,2090.9322916666665,4085.082160285285,2040.5428397147145,1.9772643973980073,0.505749257062412,0.25190158124109224,161.84823714338478,0.02496321976263076,0.07931619097476127,0.020287678628763205
51,224.057,B1,2093,0.900900901,1,MM gluc+AA,PA14 WT,1,1,5/27/22,2091.9322916666665,4085.082160285285,2041.5428397147145,1.97629588262627,0.5059971074124361,0.25190158124109224,161.84823714338478,0.02496321976263076,0.07927733986823374,0.020297620922719237
52,0.0,B2,2528,0.45045045,2,MM gluc+AA,PA14 WT,1,1,5/27/22,2526.9322916666665,4065.2623404654655,2496.3626595345345,1.6162285927981441,0.6187243589526652,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06483356192306078,0.024819573306777698
53,74.683,B2,2484,0.45045045,2,MM gluc+AA,PA14 WT,1,1,5/27/22,2482.9322916666665,4065.2623404654655,2452.3626595345345,1.6452267745338816,0.6078189435516059,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06599679807640739,0.024382112366215014
54,149.369,B2,2448,0.45045045,2,MM gluc+AA,PA14 WT,1,1,5/27/22,2446.9322916666665,4065.2623404654655,2416.3626595345345,1.6697380637021344,0.5988963309507392,0.25190158124109224,161.84823714338478,0.02496321976263076,0.0669800465460863,0.024024189778856713
55,224.057,B2,2450,0.45045045,2,MM gluc+AA,PA14 WT,1,1,5/27/22,2448.9322916666665,4065.2623404654655,2418.3626595345345,1.6683571806016457,0.5993920316507874,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06692465365394167,0.024044074367034148
56,0.0,B3,2811,0.225225225,4,MM gluc+AA,PA14 WT,1,1,5/27/22,2809.9322916666665,4050.847926051051,2793.777073948949,1.4441713141522687,0.6924386256674832,0.25190158124109224,161.84823714338478,0.02496321976263076,0.057931637983866476,0.02777655489699414
57,74.683,B3,2771,0.225225225,4,MM gluc+AA,PA14 WT,1,1,5/27/22,2769.9322916666665,4051.748826951952,2752.876173048048,1.4656281120941335,0.6823013230628948,0.25190158124109224,161.84823714338478,0.02496321976263076,0.058792358247131325,0.0273699061085074
58,149.369,B3,2734,0.225225225,4,MM gluc+AA,PA14 WT,1,1,5/27/22,2732.9322916666665,4051.748826951952,2715.876173048048,1.4855952375049442,0.6731308601120041,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05959332163057838,0.0270020412245627
59,224.057,B3,2737,0.225225225,4,MM gluc+AA,PA14 WT,1,1,5/27/22,2735.9322916666665,4051.748826951952,2718.876173048048,1.4839560360743331,0.6738744111620762,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05952756653071947,0.02703186810703504
60,0.0,B4,3126,0.112612613,8,MM gluc+AA,PA14 WT,1,1,5/27/22,3124.9322916666665,4043.640718843844,3115.984281156156,1.2948373111934632,0.7722977947540691,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05194123803735852,0.03098003374344737
61,74.683,B4,3082,0.112612613,8,MM gluc+AA,PA14 WT,1,1,5/27/22,3080.9322916666665,4043.640718843844,3071.984281156156,1.3133832529946596,0.7613923793530099,0.25190158124109224,161.84823714338478,0.02496321976263076,0.052685191898315976,0.030542572797897422
62,149.369,B4,3051,0.112612613,8,MM gluc+AA,PA14 WT,1,1,5/27/22,3049.9322916666665,4044.541619744745,3040.083380255255,1.3271651476857085,0.7534857298986382,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05323804027302453,0.030225404655512073
63,224.057,B4,3060,0.112612613,8,MM gluc+AA,PA14 WT,1,1,5/27/22,3058.9322916666665,4043.640718843844,3049.984281156156,1.322856885939066,0.7559396716524802,0.25190158124109224,161.84823714338478,0.02496321976263076,0.053065218207633116,0.030323842325218193
64,0.0,B5,2657,0.900900901,1,MM gluc+AA,PS,1,1,5/27/22,2655.9322916666665,4045.442520645646,2645.182479354354,1.525298439644185,0.6556094033855273,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06118598009121743,0.026299183727296966
65,74.683,B5,2648,0.900900901,1,MM gluc+AA,PS,1,1,5/27/22,2646.9322916666665,4045.442520645646,2636.182479354354,1.5305058507639797,0.6533787502353107,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06139487073356414,0.02620970308001822
66,149.369,B5,2610,0.900900901,1,MM gluc+AA,PS,1,1,5/27/22,2608.9322916666665,4045.442520645646,2598.182479354354,1.5528904302887727,0.6439604369343958,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06229280813376159,0.025831895902808835
67,224.057,B5,2615,0.900900901,1,MM gluc+AA,PS,1,1,5/27/22,2613.9322916666665,4045.442520645646,2603.182479354354,1.5499077534257317,0.6451996886845162,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06217316071720299,0.025881607373476462
68,0.0,B6,2880,0.45045045,2,MM gluc+AA,PS,1,1,5/27/22,2878.9322916666665,4040.9380161411414,2872.6869838588586,1.4045013365547963,0.7119964744590225,0.25190158124109224,161.84823714338478,0.02496321976263076,0.056340312309513245,0.028561100434900618
69,74.683,B6,2896,0.45045045,2,MM gluc+AA,PS,1,1,5/27/22,2894.9322916666665,4040.9380161411414,2888.6869838588586,1.396722016223295,0.7159620800594078,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05602825183223022,0.02872017714187932
70,149.369,B6,2827,0.45045045,2,MM gluc+AA,PS,1,1,5/27/22,2825.9322916666665,4040.9380161411414,2819.6869838588586,1.4309009231981094,0.6988604059077466,0.25190158124109224,161.84823714338478,0.02496321976263076,0.057399308117771886,0.02803415884333457
71,224.057,B6,2816,0.45045045,2,MM gluc+AA,PS,1,1,5/27/22,2814.9322916666665,4040.9380161411414,2808.6869838588586,1.4365049332731497,0.6961340520574817,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05762410797046432,0.027924793607408734
72,0.0,B7,3488,0.225225225,4,MM gluc+AA,PS,1,1,5/27/22,3486.9322916666665,4039.1362143393394,3482.4887856606606,1.1585658868296729,0.8631360644809107,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04647483181883777,0.034623929367791954
73,74.683,B7,3525,0.225225225,4,MM gluc+AA,PS,1,1,5/27/22,3523.9322916666665,4039.1362143393394,3519.4887856606606,1.1463860105966956,0.8723065274318015,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04598624698846422,0.03499179425545233
74,149.369,B7,3491,0.225225225,4,MM gluc+AA,PS,1,1,5/27/22,3489.9322916666665,4039.1362143393394,3485.4887856606606,1.157568695940754,0.863879615530983,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04643483039910104,0.03465375625057063
75,224.057,B7,3501,0.225225225,4,MM gluc+AA,PS,1,1,5/27/22,3499.9322916666665,4040.0371152402404,3494.5878847597596,1.1545546546215146,0.8661348304275984,0.25190158124109224,161.84823714338478,0.02496321976263076,0.046313924830032376,0.03474422217131576
76,0.0,B8,3453,0.112612613,8,MM gluc+AA,PS,1,1,5/27/22,3451.9322916666665,4037.334412537538,3449.290587462462,1.1697166724655501,0.8549078794373186,0.25190158124109224,161.84823714338478,0.02496321976263076,0.046922135601690625,0.03429386311247356
77,74.683,B8,3481,0.112612613,8,MM gluc+AA,PS,1,1,5/27/22,3479.9322916666665,4037.334412537538,3477.290587462462,1.1602978258074292,0.8618476892379927,0.25190158124109224,161.84823714338478,0.02496321976263076,0.0465443070003555,0.0345722473516879
78,149.369,B8,3431,0.112612613,8,MM gluc+AA,PS,1,1,5/27/22,3429.9322916666665,4036.433511636637,3428.191488363363,1.1769157942398127,0.8496784603404143,0.25190158124109224,161.84823714338478,0.02496321976263076,0.047210921926749985,0.03408408966070739
79,224.057,B8,3410,0.112612613,8,MM gluc+AA,PS,1,1,5/27/22,3408.9322916666665,4037.334412537538,3406.290587462462,1.1844828280898383,0.8442503143862834,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04751446671554859,0.03386634445953825
80,0.0,B9,2962,0.900900901,1,MM gluc+AA,CG,1,1,5/27/22,2960.9322916666665,4042.7398179429433,2952.8851820570567,1.366356109221511,0.731873625953746,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05481015063438934,0.029358454514992267
81,74.683,B9,2916,0.900900901,1,MM gluc+AA,CG,1,1,5/27/22,2914.9322916666665,4043.640718843844,2905.984281156156,1.3884083043725608,0.7202492212490134,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05569475471737981,0.02889215196028065
82,149.369,B9,2840,0.900900901,1,MM gluc+AA,CG,1,1,5/27/22,2838.9322916666665,4042.7398179429433,2830.8851820570567,1.4252406752157756,0.7016358832508088,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05717225233185055,0.028145494624073203
83,224.057,B9,2837,0.900900901,1,MM gluc+AA,CG,1,1,5/27/22,2835.9322916666665,4043.640718843844,2826.984281156156,1.4272073372418113,0.7006690435971115,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05725114322024852,0.028106710719758767
84,0.0,B10,3090,0.45045045,2,MM gluc+AA,CG,1,1,5/27/22,3088.9322916666665,4039.1362143393394,3084.4887856606606,1.3080588028363185,0.7644916251713288,0.25190158124109224,161.84823714338478,0.02496321976263076,0.052471606344253824,0.030666896260693882
85,74.683,B10,3090,0.45045045,2,MM gluc+AA,CG,1,1,5/27/22,3088.9322916666665,4039.1362143393394,3084.4887856606606,1.3080588028363185,0.7644916251713288,0.25190158124109224,161.84823714338478,0.02496321976263076,0.052471606344253824,0.030666896260693882
86,149.369,B10,3062,0.45045045,2,MM gluc+AA,CG,1,1,5/27/22,3060.9322916666665,4039.1362143393394,3056.4887856606606,1.3200417182166215,0.7575518153706547,0.25190158124109224,161.84823714338478,0.02496321976263076,0.052952290273198394,0.03038851202270298
87,224.057,B10,3052,0.45045045,2,MM gluc+AA,CG,1,1,5/27/22,3050.9322916666665,4039.1362143393394,3046.4887856606606,1.32437471206984,0.755073311870414,0.25190158124109224,161.84823714338478,0.02496321976263076,0.05312610444487142,0.030289089080588846
88,0.0,B11,3513,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3511.9322916666665,4037.334412537538,3509.290587462462,1.1497174735965041,0.8697789004387632,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04611988564397521,0.03489040076802067
89,74.683,B11,3431,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3429.9322916666665,4037.334412537538,3427.290587462462,1.177225159457689,0.849455171736789,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04722333183551402,0.03407513263885666
90,149.369,B11,3411,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3409.9322916666665,4037.334412537538,3407.290587462462,1.1841351962111695,0.8444981647363075,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04750052177393557,0.03387628675379054
91,224.057,B11,3392,0.225225225,4,MM gluc+AA,CG,1,1,5/27/22,3390.9322916666665,4037.334412537538,3388.290587462462,1.1907752904260112,0.8397890080858501,0.25190158124109224,161.84823714338478,0.02496321976263076,0.047766883209227784,0.03368738316301378
92,0.0,B12,3588,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3586.9322916666665,4036.433511636637,3585.191488363363,1.1253771859687103,0.8885909652941941,0.25190158124109224,161.84823714338478,0.02496321976263076,0.045143496798973795,0.03564502985976722
93,74.683,B12,3601,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3599.9322916666665,4035.532610735736,3599.092389264264,1.121030602150815,0.8920363084481324,0.25190158124109224,161.84823714338478,0.02496321976263076,0.044969137481054626,0.0357832367071277
94,149.369,B12,3551,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3549.9322916666665,4036.433511636637,3548.191488363363,1.1371124477259749,0.8794205023433033,0.25190158124109224,161.84823714338478,0.02496321976263076,0.045614246316905485,0.035277164971894696
95,224.057,B12,3564,0.112612613,8,MM gluc+AA,CG,1,1,5/27/22,3562.9322916666665,4036.433511636637,3561.191488363363,1.132961460094801,0.8826425568936163,0.25190158124109224,161.84823714338478,0.02496321976263076,0.04544773316472085,0.03540641479735016
96,0.0,C1,2041,0.900900901,1,MM gluc+AA,PA14 WT,2,1,5/27/22,2039.9322916666667,4081.4785566816818,1993.1464433183185,2.0242831237307968,0.49400204362568545,0.25190158124109224,161.84823714338478,0.02496321976263076,0.08120230526551303,0.019816449723865228
97,74.683,C1,2027,0.900900901,1,MM gluc+AA,PA14 WT,2,1,5/27/22,2025.9322916666667,4082.3794575825827,1978.2455424174175,2.0395307972755172,0.4903088501217231,0.25190158124109224,161.84823714338478,0.02496321976263076,0.08181395209955403,0.019668300587288023
98,149.369,C1,2006,0.900900901,1,MM gluc+AA,PA14 WT,2,1,5/27/22,2004.9322916666667,4081.4785566816818,1958.1464433183185,2.060465253812199,0.4853272813748428,0.25190158124109224,161.84823714338478,0.02496321976263076,0.08265371916691842,0.01946846943649381
99,224.057,C1,2007,0.900900901,1,MM gluc+AA,PA14 WT,2,1,5/27/22,2005.9322916666667,4082.3794575825827,1958.2455424174175,2.0603609817758506,0.4853518431212416,0.25190158124109224,161.84823714338478,0.02496321976263076,0.08264953638710025,0.019469454708863868
100,0.0,C2,2573,0.45045045,2,MM gluc+AA,PA14 WT,2,1,5/27/22,2571.9322916666665,4066.1632413663665,2540.4617586336335,1.588172974704945,0.6296543361001233,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06370813587185196,0.025258019520209944
101,74.683,C2,2531,0.45045045,2,MM gluc+AA,PA14 WT,2,1,5/27/22,2529.9322916666665,4066.1632413663665,2498.4617586336335,1.6148707077029023,0.6192446213991122,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06477909157569593,0.02484044316738593
102,149.369,C2,2497,0.45045045,2,MM gluc+AA,PA14 WT,2,1,5/27/22,2495.9322916666665,4066.1632413663665,2464.4617586336335,1.6371496511150085,0.6108177094982936,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06567279148616831,0.024502405167798787
103,224.057,C2,2508,0.45045045,2,MM gluc+AA,PA14 WT,2,1,5/27/22,2506.9322916666665,4066.1632413663665,2475.4617586336335,1.6298747877084314,0.6135440633485584,0.25190158124109224,161.84823714338478,0.02496321976263076,0.06538096683988422,0.024611770402927377
